variant,zone_consts,zone,extra_ms,phase,age_path_ms,total_hard,z0_hard,z1_hard,z2_hard,z3_hard,soft_pct,fleet_max_ey_m,profile,duration_s,git_sha
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,3.0,280.5,578,0,125,453,0,26.76,1.2667,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,4.0,280.5,580,0,126,454,0,26.86,1.2719,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,5.0,280.5,583,0,128,455,0,26.96,1.2771,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,6.0,280.5,587,0,129,458,0,27.02,1.2823,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,7.0,280.5,588,0,129,459,0,27.09,1.2876,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,8.0,280.5,593,0,134,459,0,27.13,1.2928,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,9.0,280.5,602,0,141,461,0,27.35,1.2981,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,10.0,280.5,614,0,149,465,0,27.81,1.3081,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,11.0,280.5,620,0,152,468,0,28.06,1.3133,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,12.0,280.5,623,0,155,468,0,28.2,1.3185,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,13.0,280.5,635,0,158,477,0,28.38,1.3237,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,14.0,280.5,643,0,159,484,0,28.63,1.3289,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,15.0,280.5,650,0,162,488,0,28.79,1.3342,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,16.0,280.5,655,0,163,492,0,28.93,1.3394,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,17.0,280.5,660,0,166,494,0,29.04,1.3446,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,18.0,280.5,667,0,168,499,0,29.25,1.3499,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,19.0,280.5,671,0,170,501,0,29.43,1.3551,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,190,19.9,280.5,677,0,173,504,0,29.61,1.3555,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,0.0,290.5,801,12,197,592,0,30.16,1.4952,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,1.0,290.5,807,14,198,595,0,30.28,1.4997,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,2.0,290.5,813,16,200,597,0,30.4,1.5041,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,3.0,290.5,819,18,203,598,0,30.54,1.5085,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,4.0,290.5,827,18,203,606,0,30.73,1.5129,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,5.0,290.5,833,20,205,608,0,30.85,1.5174,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,6.0,290.5,840,21,205,614,0,31.06,1.5218,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,7.0,290.5,849,22,209,618,0,31.22,1.5262,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,8.0,290.5,854,24,209,621,0,31.43,1.5307,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,9.0,290.5,859,24,212,623,0,31.6,1.5351,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,10.0,290.5,872,28,215,629,0,32.07,1.547,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,11.0,290.5,876,29,216,631,0,32.28,1.5515,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,12.0,290.5,883,30,218,635,0,32.51,1.5559,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,13.0,290.5,883,30,218,635,0,32.65,1.5604,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,14.0,290.5,888,31,219,638,0,32.82,1.5648,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,15.0,290.5,895,32,221,642,0,32.99,1.5693,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,16.0,290.5,899,32,222,645,0,33.16,1.5737,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,17.0,290.5,903,33,224,646,0,33.31,1.5782,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,18.0,290.5,904,34,224,646,0,33.41,1.5827,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,19.0,290.5,910,34,225,651,0,33.56,1.5871,12.5,95,da06be4-dirty
times_x0.5,"0.0215,0.0035,0.004,25,50,175",2,200,19.9,290.5,915,35,228,652,0,33.77,1.5842,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,0.0,110.5,0,0,0,0,0,4.67,0.4844,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,1.0,110.5,0,0,0,0,0,4.77,0.4894,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,2.0,110.5,0,0,0,0,0,4.83,0.4945,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,3.0,110.5,0,0,0,0,0,4.85,0.4995,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,4.0,110.5,0,0,0,0,0,5.09,0.5045,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,5.0,110.5,0,0,0,0,0,5.25,0.5096,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,6.0,110.5,0,0,0,0,0,5.33,0.5146,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,7.0,110.5,0,0,0,0,0,5.44,0.5196,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,8.0,110.5,0,0,0,0,0,5.52,0.5247,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,9.0,110.5,0,0,0,0,0,5.63,0.5297,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,10.0,110.5,0,0,0,0,0,5.73,0.5347,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,11.0,110.5,0,0,0,0,0,5.79,0.5398,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,12.0,110.5,0,0,0,0,0,5.84,0.5448,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,13.0,110.5,0,0,0,0,0,5.95,0.5499,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,14.0,110.5,0,0,0,0,0,6.0,0.5549,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,15.0,110.5,0,0,0,0,0,6.08,0.5599,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,16.0,110.5,0,0,0,0,0,6.15,0.5649,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,17.0,110.5,0,0,0,0,0,6.22,0.57,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,18.0,110.5,0,0,0,0,0,6.27,0.575,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,19.0,110.5,0,0,0,0,0,6.34,0.5801,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,20,19.9,110.5,0,0,0,0,0,6.4,0.5846,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,0.0,120.5,0,0,0,0,0,5.43,0.4989,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,1.0,120.5,0,0,0,0,0,5.47,0.504,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,2.0,120.5,0,0,0,0,0,5.73,0.5091,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,3.0,120.5,0,0,0,0,0,5.85,0.5142,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,4.0,120.5,0,0,0,0,0,5.97,0.5193,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,5.0,120.5,0,0,0,0,0,6.12,0.5245,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,6.0,120.5,0,0,0,0,0,6.17,0.5296,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,7.0,120.5,0,0,0,0,0,6.24,0.5347,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,8.0,120.5,0,0,0,0,0,6.32,0.5398,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,9.0,120.5,0,0,0,0,0,6.4,0.5449,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,10.0,120.5,0,0,0,0,0,6.49,0.5501,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,11.0,120.5,0,0,0,0,0,6.56,0.5552,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,12.0,120.5,0,0,0,0,0,6.62,0.5603,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,13.0,120.5,0,0,0,0,0,6.68,0.5654,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,14.0,120.5,0,0,0,0,0,6.73,0.5706,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,15.0,120.5,0,0,0,0,0,6.8,0.5756,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,16.0,120.5,0,0,0,0,0,6.86,0.5808,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,17.0,120.5,0,0,0,0,0,7.02,0.5859,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,18.0,120.5,0,0,0,0,0,7.13,0.591,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,19.0,120.5,0,0,0,0,0,7.23,0.5962,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,30,19.9,120.5,0,0,0,0,0,7.32,0.6008,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,0.0,130.5,0,0,0,0,0,6.04,0.5598,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,1.0,130.5,0,0,0,0,0,6.21,0.5618,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,2.0,130.5,0,0,0,0,0,6.32,0.5639,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,3.0,130.5,0,0,0,0,0,6.42,0.5659,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,4.0,130.5,0,0,0,0,0,6.54,0.568,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,5.0,130.5,0,0,0,0,0,6.64,0.5701,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,6.0,130.5,0,0,0,0,0,6.74,0.5723,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,7.0,130.5,0,0,0,0,0,6.82,0.5744,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,8.0,130.5,0,0,0,0,0,6.91,0.5766,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,9.0,130.5,0,0,0,0,0,7.04,0.5789,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,10.0,130.5,0,0,0,0,0,7.21,0.5811,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,11.0,130.5,0,0,0,0,0,7.31,0.5834,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,12.0,130.5,0,0,0,0,0,7.43,0.5857,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,13.0,130.5,0,0,0,0,0,7.53,0.5881,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,14.0,130.5,0,0,0,0,0,7.59,0.5904,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,15.0,130.5,0,0,0,0,0,7.72,0.5928,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,16.0,130.5,0,0,0,0,0,7.78,0.5952,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,17.0,130.5,0,0,0,0,0,7.91,0.5977,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,18.0,130.5,0,0,0,0,0,8.12,0.6023,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,19.0,130.5,0,0,0,0,0,8.24,0.6075,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,40,19.9,130.5,0,0,0,0,0,8.34,0.6122,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,0.0,140.5,0,0,0,0,0,6.38,0.6378,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,1.0,140.5,0,0,0,0,0,6.58,0.6403,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,2.0,140.5,0,0,0,0,0,6.75,0.6429,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,3.0,140.5,0,0,0,0,0,6.92,0.6454,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,4.0,140.5,0,0,0,0,0,7.05,0.6481,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,5.0,140.5,0,0,0,0,0,7.22,0.6507,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,6.0,140.5,0,0,0,0,0,7.32,0.6533,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,7.0,140.5,0,0,0,0,0,7.44,0.656,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,8.0,140.5,0,0,0,0,0,7.55,0.6587,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,9.0,140.5,0,0,0,0,0,7.63,0.6615,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,10.0,140.5,0,0,0,0,0,7.85,0.6642,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,11.0,140.5,0,0,0,0,0,8.0,0.667,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,12.0,140.5,0,0,0,0,0,8.14,0.6698,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,13.0,140.5,0,0,0,0,0,8.23,0.6727,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,14.0,140.5,0,0,0,0,0,8.34,0.6755,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,15.0,140.5,0,0,0,0,0,8.49,0.6784,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,16.0,140.5,0,0,0,0,0,8.57,0.6813,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,17.0,140.5,0,0,0,0,0,8.66,0.6842,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,18.0,140.5,0,0,0,0,0,8.77,0.6872,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,19.0,140.5,0,0,0,0,0,8.86,0.6902,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,50,19.9,140.5,0,0,0,0,0,8.96,0.6929,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,0.0,150.5,0,0,0,0,0,7.46,0.7129,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,1.0,150.5,0,0,0,0,0,7.66,0.7159,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,2.0,150.5,0,0,0,0,0,7.83,0.719,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,3.0,150.5,0,0,0,0,0,7.99,0.7221,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,4.0,150.5,0,0,0,0,0,8.07,0.7252,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,5.0,150.5,0,0,0,0,0,8.24,0.7284,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,6.0,150.5,0,0,0,0,0,8.31,0.7316,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,7.0,150.5,0,0,0,0,0,8.4,0.7348,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,8.0,150.5,0,0,0,0,0,8.49,0.738,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,9.0,150.5,0,0,0,0,0,8.6,0.7412,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,10.0,150.5,0,0,0,0,0,8.68,0.7445,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,11.0,150.5,0,0,0,0,0,8.78,0.7478,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,12.0,150.5,0,0,0,0,0,8.85,0.7511,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,13.0,150.5,0,0,0,0,0,8.92,0.7545,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,14.0,150.5,0,0,0,0,0,9.0,0.7578,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,15.0,150.5,0,0,0,0,0,9.11,0.7612,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,16.0,150.5,0,0,0,0,0,9.17,0.7646,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,17.0,150.5,0,0,0,0,0,9.28,0.768,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,18.0,150.5,0,0,0,0,0,9.33,0.7715,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,19.0,150.5,0,0,0,0,0,9.4,0.775,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,60,19.9,150.5,0,0,0,0,0,9.44,0.7781,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,0.0,160.5,0,0,0,0,0,8.88,0.7818,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,1.0,160.5,0,0,0,0,0,8.98,0.7853,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,2.0,160.5,0,0,0,0,0,9.11,0.7889,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,3.0,160.5,0,0,0,0,0,9.16,0.7925,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,4.0,160.5,0,0,0,0,0,9.23,0.7962,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,5.0,160.5,0,0,0,0,0,9.37,0.7998,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,6.0,160.5,6,0,0,0,6,9.46,0.8035,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,7.0,160.5,8,0,0,0,8,9.53,0.8072,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,8.0,160.5,11,0,0,0,11,9.61,0.8109,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,9.0,160.5,13,0,0,0,13,9.71,0.8147,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,10.0,160.5,13,0,0,0,13,9.76,0.8185,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,11.0,160.5,15,0,0,0,15,9.83,0.8223,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,12.0,160.5,16,0,0,0,16,9.91,0.8261,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,13.0,160.5,18,0,0,0,18,9.99,0.8299,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,14.0,160.5,18,0,0,0,18,10.06,0.8338,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,15.0,160.5,19,0,0,0,19,10.16,0.8375,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,16.0,160.5,21,0,0,0,21,10.2,0.8414,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,17.0,160.5,21,0,0,0,21,10.29,0.8454,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,18.0,160.5,22,0,0,0,22,10.35,0.8493,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,19.0,160.5,23,0,0,0,23,10.41,0.8533,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,70,19.9,160.5,24,0,0,0,24,10.47,0.8568,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,0.0,170.5,21,0,0,0,21,9.97,0.8434,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,1.0,170.5,23,0,0,0,23,10.05,0.8474,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,2.0,170.5,23,0,0,0,23,10.13,0.8515,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,3.0,170.5,24,0,0,0,24,10.18,0.8555,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,4.0,170.5,24,0,0,0,24,10.25,0.8596,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,5.0,170.5,26,0,0,0,26,10.33,0.8637,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,6.0,170.5,26,0,0,0,26,10.4,0.8679,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,7.0,170.5,27,0,0,0,27,10.45,0.872,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,8.0,170.5,27,0,0,0,27,10.54,0.8762,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,9.0,170.5,29,0,0,0,29,10.58,0.8804,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,10.0,170.5,29,0,0,0,29,10.65,0.8846,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,11.0,170.5,30,0,0,0,30,10.68,0.8889,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,12.0,170.5,30,0,0,0,30,10.78,0.8931,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,13.0,170.5,32,0,0,0,32,10.83,0.8974,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,14.0,170.5,32,0,0,0,32,10.87,0.9017,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,15.0,170.5,33,0,0,0,33,10.95,0.9059,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,16.0,170.5,42,0,0,0,42,10.99,0.9102,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,17.0,170.5,47,0,0,0,47,11.05,0.9146,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,18.0,170.5,51,0,0,0,51,11.09,0.919,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,19.0,170.5,54,0,0,0,54,11.18,0.9233,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,80,19.9,170.5,56,0,0,0,56,11.22,0.9273,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,90,0.0,180.5,54,0,0,0,54,10.65,0.8993,12.5,95,da06be4-dirty
times_x1.5,"0.0215,0.0035,0.004,75,150,525",3,90,1.0,180.5,56,0,0,0,56,10.74,0.9038,12.5,95,da06be4-dirty
